tran_ratio_count_1D_90D,tran_ratio_count_1D_180D,tran_ratio_amount_10min_1D,tran_ratio_amount_1D_30D,tran_ratio_amount_1D_90D,tran_ratio_amount_1D_180D,isoddhr,Tran_avarage_amount_ratio,Label,transaction_id
0.03226,0.03226,0.56215,0.04284,0.03015,0.03015,1,1.13047,0,2293
0.03175,0.03175,0.54629,0.05269,0.03661,0.03661,0,1.36116,0,2294
0.01563,0.01563,1.0,0.02235,0.01564,0.01564,0,1.0811,0,2295
0.01538,0.01538,1.0,0.02737,0.01697,0.01697,0,1.19328,0,2296
0.0303,0.0303,0.44665,0.0484,0.03025,0.03025,0,0.96319,0,2297
0.04478,0.04478,0.31861,0.07268,0.04377,0.04377,0,1.00836,0,2298
0.01471,0.01471,1.0,0.01791,0.01038,0.01038,0,0.75849,0,2299
0.01449,0.01449,1.0,0.04077,0.02152,0.02152,0,1.60688,0,2300
0.02857,0.02857,0.25196,0.05376,0.02856,0.02856,0,0.54124,0,2301
0.04348,0.04225,0.20875,0.06913,0.03715,0.03583,0,0.56671,0,2302
0.01429,0.01389,1.0,0.02293,0.01177,0.01135,0,0.87008,0,2303
0.02817,0.0274,0.50751,0.04548,0.0236,0.02278,0,0.89662,0,2304
0.04225,0.04054,0.48101,0.08611,0.04473,0.04299,1,1.63742,0,2305
0.05634,0.05333,0.19087,0.1043,0.05516,0.0526,0,0.80303,0,2306
0.01389,0.01316,1.0,0.01241,0.00629,0.006,0,0.48252,0,2307
0.0274,0.02597,0.63366,0.03317,0.01698,0.0162,0,0.83461,0,2308
0.0411,0.03846,0.49381,0.06347,0.03376,0.03151,1,1.2849,0,2309
0.05479,0.05063,0.25508,0.08339,0.04575,0.04184,0,0.891,0,2310
0.01389,0.0125,1.0,0.02034,0.01058,0.00957,0,0.80669,0,2311
0.01429,0.01235,1.0,0.01443,0.00749,0.00643,1,0.54563,0,2312
0.02857,0.02439,0.66103,0.04142,0.02223,0.01874,1,1.06405,0,2313
0.04225,0.03614,0.38334,0.06548,0.03555,0.03004,0,1.00063,0,2314
0.02778,0.02381,0.2813,0.03854,0.01886,0.01595,1,0.39164,0,2315
0.01408,0.01176,1.0,0.02776,0.01372,0.01138,0,1.00481,0,2316
0.01429,0.01163,1.0,0.04248,0.0216,0.01719,0,1.54426,0,2317
0.01408,0.01149,1.0,0.02303,0.01082,0.00863,0,0.78202,0,2318
0.01389,0.01136,1.0,0.02572,0.01175,0.00939,0,0.85937,0,2319
0.0274,0.02247,0.66522,0.0731,0.03429,0.02755,0,1.70761,0,2320
0.04054,0.03333,0.28516,0.09936,0.04732,0.03812,1,1.024,0,2321
0.05333,0.04396,0.20784,0.12224,0.05901,0.04764,1,0.9422,0,2322
0.05263,0.04348,0.14705,0.1142,0.05561,0.04497,0,0.63335,0,2323
0.06494,0.05376,0.26787,0.14972,0.07444,0.06043,0,1.57588,0,2324
0.01282,0.01064,1.0,0.02117,0.0095,0.00773,0,0.75825,0,2325
0.02532,0.02105,0.6507,0.05832,0.02673,0.02181,0,1.41251,0,2326
0.025,0.02083,0.42121,0.06974,0.02968,0.02427,0,1.02795,0,2327
0.01235,0.01031,1.0,0.01666,0.00665,0.00544,0,0.55051,0,2328
0.0122,0.0102,1.0,0.02682,0.01053,0.00864,0,0.88098,0,2329
0.0241,0.0202,0.48237,0.05055,0.02015,0.01655,0,0.82097,0,2330
0.03571,0.03,0.26592,0.06762,0.02724,0.02242,0,0.61655,0,2331
0.01176,0.0099,1.0,0.01789,0.00683,0.00563,1,0.58539,0,2332
0.01163,0.0098,1.0,0.03458,0.01308,0.0108,0,1.13588,0,2333
0.02299,0.01942,0.40585,0.05686,0.02182,0.01805,0,0.77591,0,2334
0.02273,0.01923,0.52647,0.04859,0.01852,0.01534,1,0.86264,0,2335
0.01124,0.00952,1.0,0.02941,0.01142,0.00948,0,1.02179,0,2336
0.02222,0.01887,0.46161,0.05328,0.021,0.01746,1,0.87606,0,2337
0.03297,0.02804,0.34922,0.07959,0.03191,0.02658,0,1.01842,0,2338
0.04348,0.03704,0.17737,0.09512,0.03853,0.03213,0,0.62881,0,2339
0.04301,0.0367,0.19805,0.08803,0.03397,0.02836,0,0.62317,0,2340
0.05319,0.04545,0.15449,0.10246,0.03993,0.03337,1,0.57493,0,2341
0.01053,0.00901,1.0,0.02713,0.01059,0.00886,0,0.9972,0,2342
0.01042,0.00893,1.0,0.03518,0.01274,0.01069,0,1.2158,0,2343
0.01031,0.00885,1.0,0.03692,0.01338,0.01125,0,1.29399,0,2344
0.02041,0.01754,0.30362,0.05217,0.0191,0.01607,0,0.56418,0,2345
0.0101,0.0087,1.0,0.01437,0.00467,0.00393,0,0.45665,0,2346
0.02,0.01724,0.63603,0.03852,0.01273,0.01074,0,0.79799,0,2347
0.0297,0.02564,0.31712,0.05542,0.01854,0.01564,0,0.58263,0,2348
0.01961,0.01695,0.57778,0.04064,0.01381,0.01167,0,0.79728,0,2349
0.01942,0.01681,0.56652,0.0568,0.01822,0.01542,0,1.04199,0,2350
0.01923,0.01667,0.59174,0.0753,0.02491,0.02113,0,1.51026,0,2351
0.00952,0.00826,1.0,0.01647,0.00503,0.00427,0,0.5184,0,2352
0.01887,0.01639,0.52265,0.0339,0.01049,0.00891,0,0.5676,0,2353
0.02804,0.02439,0.35611,0.05167,0.01619,0.01377,0,0.60062,0,2354
0.03704,0.03226,0.24047,0.06694,0.02121,0.01805,0,0.534,0,2355
0.04587,0.04,0.41671,0.10952,0.03582,0.03056,0,1.58643,0,2356
0.00909,0.00794,1.0,0.02404,0.00782,0.00667,1,0.83708,0,2357
0.01802,0.01575,0.49409,0.04758,0.01533,0.01311,0,0.81753,0,2358
0.00901,0.00781,1.0,0.04771,0.01332,0.01133,1,1.44738,0,2359
0.01786,0.0155,0.34944,0.0715,0.02033,0.01732,0,0.77743,0,2360
0.00893,0.00769,1.0,0.05149,0.01425,0.01208,1,1.57119,0,2361
0.0177,0.01527,0.27662,0.0698,0.01959,0.01663,0,0.60083,0,2362
0.00885,0.00758,1.0,0.03187,0.00894,0.00753,1,0.99058,0,2363
0.00901,0.00752,1.0,0.02565,0.00699,0.00561,0,0.74253,0,2364
0.00935,0.00746,1.0,0.02261,0.00598,0.0046,1,0.61195,0,2365
0.00952,0.00741,1.0,0.0352,0.00912,0.00686,0,0.91872,0,2366
0.00971,0.00735,1.0,0.04535,0.0108,0.00788,0,1.06314,0,2367
0.01961,0.0146,0.63033,0.11387,0.02919,0.02102,1,1.81277,0,2368
0.02913,0.02174,0.21231,0.14026,0.03677,0.02654,0,0.77516,0,2369
0.0099,0.00719,1.0,0.03203,0.00804,0.0057,0,0.78803,0,2370
0.01961,0.01429,0.58033,0.07308,0.01894,0.01347,0,1.08971,0,2371
0.01961,0.01418,0.44847,0.07813,0.02001,0.01408,1,0.88607,0,2372
0.02913,0.02113,0.30076,0.11049,0.02837,0.02002,0,0.84983,0,2373
0.02885,0.02098,0.21652,0.08504,0.02214,0.01564,0,0.47973,0,2374
0.0098,0.00694,1.0,0.03887,0.01074,0.00738,0,1.05376,0,2375
0.01942,0.01379,0.46017,0.0697,0.01972,0.01359,0,0.89827,0,2376
0.02885,0.02055,0.3879,0.10906,0.03182,0.02202,0,1.23706,0,2377
0.00971,0.0068,1.0,0.02993,0.00852,0.0058,0,0.84555,0,2378
0.01923,0.01351,0.63683,0.08046,0.02311,0.01582,0,1.4827,0,2379
0.02857,0.02013,0.26908,0.10691,0.03135,0.02152,0,0.8571,0,2380
0.00962,0.00667,1.0,0.03532,0.00985,0.00669,0,0.99727,0,2381
0.01942,0.01325,0.54108,0.07388,0.02194,0.01447,0,1.17583,0,2382
0.02885,0.01974,0.29059,0.10108,0.03065,0.02027,0,0.89016,0,2383
0.0381,0.02614,0.19565,0.12266,0.03783,0.02508,0,0.74513,0,2384
0.0381,0.02597,0.36124,0.13483,0.04343,0.02868,1,1.58976,0,2385
0.01887,0.0129,0.25107,0.06399,0.02084,0.01379,0,0.53296,0,2386
0.00962,0.00641,1.0,0.04554,0.01403,0.00902,0,1.40102,0,2387
0.01905,0.01274,0.32262,0.0658,0.02057,0.01326,0,0.66727,0,2388
0.00962,0.00633,1.0,0.02868,0.00914,0.00576,0,0.90342,0,2389
0.01905,0.01258,0.56324,0.06495,0.02068,0.01308,0,1.16502,0,2390
0.01887,0.0125,0.34868,0.05509,0.01777,0.01127,0,0.62368,0,2391
0.01887,0.01242,0.67802,0.05734,0.01925,0.0121,0,1.31335,0,2392
0.0101,0.00617,1.0,0.04466,0.01472,0.00851,0,1.37373,0,2393
0.01,0.00613,1.0,0.03643,0.01192,0.00693,0,1.1257,0,2394
0.02,0.0122,0.45985,0.06542,0.02209,0.01275,1,0.95834,0,2395
0.0297,0.01818,0.34399,0.09642,0.03328,0.0193,0,1.09279,0,2396
0.03922,0.0241,0.32681,0.13682,0.04866,0.02841,0,1.54221,0,2397
0.01,0.00599,1.0,0.01601,0.00582,0.00329,0,0.54898,0,2398
0.0198,0.0119,0.46876,0.02971,0.01089,0.00618,0,0.48441,0,2399
0.01961,0.01183,0.7791,0.0601,0.02271,0.01299,1,1.70852,0,2400
0.01961,0.01176,0.4044,0.07619,0.02958,0.01687,0,1.16005,0,2401
0.00971,0.00585,1.0,0.02911,0.01132,0.00649,0,1.11036,0,2402
0.01923,0.01163,0.40046,0.04878,0.01874,0.01078,0,0.74167,0,2403
0.01923,0.01156,0.49693,0.03809,0.01505,0.00854,0,0.73261,0,2404
0.00971,0.00581,1.0,0.02986,0.01126,0.00645,0,1.10255,0,2405
0.0198,0.01163,0.54684,0.06491,0.02538,0.01415,1,1.33046,0,2406
0.0198,0.01163,0.41766,0.05944,0.02379,0.01326,0,0.95422,0,2407
1.0,1.0,1.0,1.0,1.0,1.0,1,1.38852,0,2408
1.0,1.0,0.41688,1.0,1.0,1.0,0,0.99268,1,2409
0.33333,0.33333,1.0,0.25647,0.25647,0.25647,1,0.82135,0,2410
0.5,0.5,1.0,0.39958,0.39958,0.39958,1,0.76331,0,2411
0.6,0.6,0.3973,0.52476,0.52476,0.52476,0,1.0446,0,2412
0.66667,0.66667,0.22627,0.58798,0.58798,0.58798,0,0.76891,0,2413
0.42857,0.42857,0.34312,0.41043,0.41043,0.41043,1,0.9473,0,2414
0.125,0.125,1.0,0.09409,0.09409,0.09409,0,0.69868,0,2415
0.22222,0.22222,0.58531,0.2003,0.2003,0.2003,0,0.98614,0,2416
0.1,0.1,1.0,0.07198,0.07198,0.07198,0,0.65238,0,2417
0.18182,0.18182,0.69479,0.20262,0.20262,0.20262,0,1.48509,0,2418
0.16667,0.16667,0.49692,0.24567,0.24567,0.24567,0,1.46689,0,2419
0.15385,0.15385,0.53536,0.23034,0.23034,0.23034,0,1.69016,0,2420
0.21429,0.21429,0.17617,0.26647,0.26647,0.26647,0,0.67513,0,2421
0.06667,0.06667,1.0,0.06887,0.06887,0.06887,0,1.0637,0,2422
0.125,0.125,0.50268,0.12947,0.12947,0.12947,0,1.07515,0,2423
0.05882,0.05882,1.0,0.04713,0.04713,0.04713,1,0.81711,0,2424
0.11111,0.11111,0.5757,0.1044,0.1044,0.1044,0,1.10866,0,2425
0.10526,0.10526,0.41956,0.09924,0.09924,0.09924,1,0.80137,0,2426
0.05,0.05,1.0,0.06361,0.06361,0.06361,0,1.30755,0,2427
0.09524,0.09524,0.41474,0.104,0.104,0.104,0,0.9266,0,2428
0.04545,0.04545,1.0,0.05242,0.05242,0.05242,0,1.18827,0,2429
0.04348,0.04348,1.0,0.07546,0.07546,0.07546,0,1.8502,0,2430
0.08333,0.08333,0.26557,0.10001,0.10001,0.10001,0,0.66903,0,2431
0.12,0.12,0.26342,0.13109,0.13109,0.13109,0,0.90093,0,2432
0.03846,0.03846,1.0,0.07207,0.07207,0.07207,0,2.02635,0,2433
0.07407,0.07407,1.0,0.09652,0.09652,0.09652,0,0.76072,0,2434
0.03571,0.03571,1.0,0.02234,0.02234,0.02234,1,0.6599,0,2435
0.06897,0.06897,0.61564,0.05612,0.05612,0.05612,1,1.05698,0,2436
0.1,0.1,0.28333,0.07661,0.07661,0.07661,0,0.67875,0,2437
0.03226,0.03226,1.0,0.03962,0.03962,0.03962,0,1.28997,0,2438
0.0625,0.0625,0.61962,0.09783,0.09783,0.09783,0,2.10134,0,2439
0.09091,0.09091,0.15243,0.11343,0.11343,0.11343,0,0.60989,0,2440
0.11765,0.11765,0.23806,0.14378,0.14378,0.14378,0,1.25013,0,2441
0.02857,0.02857,1.0,0.01959,0.01959,0.01959,0,0.7297,0,2442
0.05556,0.05556,0.4952,0.03807,0.03807,0.03807,1,0.71581,0,2443
0.05405,0.05405,0.70481,0.06111,0.06111,0.06111,1,1.70909,0,2444
0.05263,0.05263,0.33634,0.06352,0.06352,0.06352,0,0.86616,0,2445
0.07692,0.07692,0.35756,0.09549,0.09549,0.09549,0,1.43331,0,2446
0.025,0.025,1.0,0.01933,0.01826,0.01826,1,0.78061,0,2447
0.04878,0.04878,0.56297,0.04316,0.04081,0.04081,0,1.00556,0,2448
0.07143,0.07143,0.21312,0.05635,0.0513,0.0513,1,0.48378,0,2449
0.06977,0.06977,0.38079,0.0599,0.05326,0.05326,0,0.91587,0,2450
0.06818,0.06818,0.53162,0.07159,0.06392,0.06392,0,1.58865,0,2451
0.06667,0.06667,0.23355,0.08011,0.06877,0.06877,0,0.76318,0,2452
0.04348,0.04348,0.76457,0.07492,0.06484,0.06484,1,2.47851,0,2453
0.06383,0.06383,0.81704,0.09438,0.08191,0.08191,1,0.92969,0,2454
0.02083,0.02083,1.0,0.01223,0.01046,0.01046,0,0.53854,0,2455
0.04082,0.04082,0.6308,0.03245,0.02785,0.02785,1,0.9201,0,2456
0.06,0.06,0.37089,0.05172,0.04355,0.04355,0,0.85994,0,2457
0.01961,0.01961,1.0,0.02553,0.02058,0.02058,0,1.11869,0,2458
0.03846,0.03846,0.39433,0.04463,0.03353,0.03353,0,0.72834,0,2459
0.03774,0.03774,0.40807,0.02986,0.02213,0.02213,1,0.50211,0,2460
0.03704,0.03704,0.59469,0.0303,0.02199,0.02199,0,0.73673,0,2461
0.03636,0.03636,0.47783,0.03485,0.02475,0.02475,0,0.67417,0,2462
0.03571,0.03571,0.53569,0.03519,0.02513,0.02513,0,0.77781,0,2463
0.05263,0.05263,0.31815,0.05078,0.03643,0.03643,0,0.67748,0,2464
0.01724,0.01724,1.0,0.02044,0.01475,0.01475,0,0.87521,0,2465
0.0339,0.0339,0.57129,0.04642,0.03374,0.03374,0,1.16626,0,2466
0.05,0.05,0.30679,0.06561,0.04796,0.04796,0,0.90348,0,2467
0.01639,0.01639,1.0,0.01946,0.01344,0.01344,0,0.8368,0,2468
0.03226,0.03226,0.55883,0.04306,0.02996,0.02996,1,1.05995,0,2469
0.01587,0.01587,1.0,0.02977,0.01987,0.01987,0,1.28316,0,2470
0.03125,0.03125,0.25693,0.03966,0.02656,0.02656,0,0.44369,0,2471
0.04615,0.04615,0.37035,0.06155,0.04153,0.04153,0,1.01571,0,2472
0.01515,0.01515,1.0,0.02478,0.01572,0.01572,1,1.05485,0,2473
0.02985,0.02985,0.49581,0.04976,0.03071,0.03071,0,1.03729,0,2474
0.01471,0.01471,1.0,0.019,0.01181,0.01181,0,0.81438,0,2475
0.02899,0.02899,0.59166,0.04835,0.02844,0.02844,0,1.17999,0,2476
0.01429,0.01429,1.0,0.02863,0.01607,0.01607,0,1.14532,0,2477
0.02817,0.02817,0.34513,0.04307,0.02433,0.02433,0,0.60362,0,2478
0.01389,0.01389,1.0,0.02113,0.0105,0.0105,0,0.763,0,2479
0.0274,0.0274,0.42391,0.03611,0.01809,0.01809,0,0.56145,0,2480
0.02703,0.02703,0.61384,0.04025,0.01962,0.01962,1,0.8925,0,2481
0.04,0.04,0.35009,0.06061,0.02988,0.02988,0,0.78322,0,2482
0.01316,0.01316,1.0,0.02932,0.0131,0.0131,0,0.99384,0,2483
0.02597,0.02597,0.44554,0.05167,0.02338,0.02338,1,0.7986,0,2484
0.03846,0.03846,0.36829,0.0794,0.03651,0.03651,0,1.04502,0,2485
0.01266,0.01266,1.0,0.01775,0.00783,0.00783,0,0.61364,0,2486
0.0125,0.0125,1.0,0.0279,0.01144,0.01144,1,0.90623,0,2487
0.02469,0.02469,0.40531,0.04604,0.01908,0.01908,1,0.61763,0,2488
0.03659,0.03659,0.37036,0.07283,0.02997,0.02997,0,0.89636,0,2489
0.01205,0.01205,1.0,0.01834,0.00686,0.00686,0,0.55736,0,2490
0.0119,0.0119,1.0,0.04569,0.01626,0.01626,0,1.34354,0,2491
0.01176,0.01176,1.0,0.02313,0.00836,0.00836,1,0.69639,0,2492
0.02326,0.02326,0.50898,0.04601,0.01687,0.01687,0,0.72186,0,2493
0.01149,0.01149,1.0,0.02841,0.00998,0.00998,0,0.84733,0,2494
0.02273,0.02273,0.36613,0.04484,0.01565,0.01565,1,0.48942,0,2495
0.01124,0.01124,1.0,0.09076,0.03213,0.03213,0,2.83513,0,2496
0.01111,0.01111,1.0,0.01898,0.00585,0.00585,0,0.51912,0,2497
0.02198,0.02198,0.67039,0.05543,0.01754,0.01754,0,1.05583,0,2498
0.02174,0.02174,0.54835,0.08101,0.02566,0.02566,0,1.2819,0,2499
0.03226,0.03226,0.18996,0.09814,0.03149,0.03149,0,0.5482,0,2500
0.04255,0.04255,0.23255,0.12869,0.04064,0.04064,0,0.8745,0,2501
0.03158,0.03158,0.5825,0.1092,0.03606,0.03606,0,1.98494,0,2502
0.03125,0.03125,0.14281,0.10974,0.03512,0.03512,0,0.47639,0,2503
0.02062,0.02062,0.4128,0.02771,0.00851,0.00851,1,0.3349,0,2504
0.02041,0.02041,0.7312,0.04128,0.01295,0.01295,0,0.91098,0,2505
0.0101,0.0101,1.0,0.02411,0.00742,0.00742,0,0.71978,0,2506
0.02,0.02,0.59605,0.05964,0.01818,0.01818,1,1.06207,0,2507
0.0297,0.0297,0.40352,0.09612,0.03011,0.03011,0,1.20544,0,2508
0.02941,0.02941,0.46384,0.128,0.0418,0.0418,0,1.96164,0,2509
0.02913,0.02913,0.10778,0.10885,0.03495,0.03495,1,0.38258,0,2510
0.02885,0.02885,0.53443,0.14757,0.0483,0.0483,0,2.69097,0,2511
0.00952,0.00952,1.0,0.02381,0.00792,0.00792,1,0.83229,0,2512
0.01887,0.01887,0.42896,0.04097,0.01379,0.01379,1,0.62522,0,2513
0.02804,0.02804,0.40998,0.0709,0.02315,0.02315,0,1.01275,0,2514
0.00926,0.00926,1.0,0.01856,0.00614,0.00614,0,0.65888,0,2515
0.01835,0.01835,0.59781,0.04587,0.01512,0.01512,1,0.97936,0,2516
0.01818,0.01818,0.42331,0.04855,0.01557,0.01557,1,0.71887,0,2517
0.01802,0.01802,0.39388,0.03421,0.01083,0.01083,0,0.46715,0,2518
0.02679,0.02679,0.42421,0.05796,0.01865,0.01865,0,0.87379,0,2519
0.0354,0.0354,0.30999,0.08186,0.02681,0.02681,1,0.92537,0,2520
0.03509,0.03509,0.31346,0.08803,0.02937,0.02937,0,1.03474,0,2521
0.00885,0.0087,1.0,0.03323,0.01071,0.01049,1,1.19137,0,2522
0.01754,0.01724,0.31919,0.04888,0.01566,0.01533,0,0.55857,0,2523
0.0177,0.01709,0.5633,0.03502,0.01154,0.01114,0,0.72049,0,2524
0.02632,0.02542,0.28494,0.04831,0.01606,0.01551,0,0.5097,0,2525
0.02679,0.02521,0.61013,0.0843,0.02854,0.0269,1,1.92519,0,2526
0.00885,0.00833,1.0,0.01699,0.00568,0.00535,0,0.63135,0,2527
0.01754,0.01653,0.53555,0.03587,0.01215,0.01146,0,0.72799,0,2528
0.00877,0.0082,1.0,0.01672,0.00568,0.00532,1,0.63506,0,2529
0.00877,0.00813,1.0,0.04465,0.01521,0.01415,1,1.71191,0,2530
0.00893,0.00806,1.0,0.03672,0.01275,0.0115,0,1.40724,0,2531
0.01786,0.016,0.28165,0.05039,0.01793,0.01593,1,0.55174,0,2532
0.00893,0.00794,1.0,0.02231,0.00783,0.00692,0,0.85661,0,2533
0.00909,0.00787,1.0,0.02724,0.00927,0.00798,0,0.99573,0,2534
0.00917,0.00781,1.0,0.03238,0.0104,0.00881,1,1.10952,0,2535
0.00935,0.00775,1.0,0.0587,0.01761,0.01449,0,1.85094,0,2536
0.00952,0.00769,1.0,0.03649,0.01161,0.00926,0,1.19436,0,2537
0.01887,0.01527,0.29544,0.05214,0.0164,0.01309,1,0.50083,0,2538
0.02804,0.02273,0.28617,0.07392,0.02282,0.01825,0,0.67959,0,2539
0.03704,0.03008,0.21587,0.09239,0.02893,0.02316,0,0.65378,0,2540
0.00935,0.00746,1.0,0.03044,0.00811,0.00633,0,0.83327,0,2541
0.01852,0.01481,0.59322,0.07165,0.0197,0.01542,0,1.21518,0,2542
0.01887,0.01471,0.43262,0.07633,0.0209,0.01601,0,0.92655,0,2543
0.01869,0.0146,0.60389,0.07937,0.02251,0.0173,0,1.41257,0,2544
0.02778,0.02174,0.27505,0.10628,0.03079,0.02371,0,0.88745,0,2545
0.02778,0.02158,0.1264,0.08871,0.02536,0.0193,0,0.3328,0,2546
0.01887,0.01429,0.71817,0.03954,0.01172,0.0086,0,0.84806,0,2547
0.02804,0.02128,0.33253,0.05809,0.01746,0.01284,0,0.58831,0,2548
0.00935,0.00704,1.0,0.02212,0.00659,0.00481,0,0.6668,0,2549
0.01869,0.01399,0.73556,0.08062,0.02463,0.01797,0,1.85478,0,2550
0.02778,0.02083,0.15748,0.09426,0.0291,0.02125,0,0.47131,0,2551
0.0367,0.02759,0.16748,0.11275,0.03475,0.02542,0,0.60207,0,2552
0.03636,0.0274,0.28755,0.12767,0.03928,0.02882,1,1.18181,0,2553
0.01852,0.01361,0.33226,0.05742,0.01749,0.01236,0,0.58806,0,2554
0.00917,0.00676,1.0,0.03064,0.00953,0.00676,0,0.97426,0,2555
0.01818,0.01342,0.37984,0.0485,0.01528,0.01085,0,0.59672,0,2556
0.02703,0.02,0.43191,0.08234,0.02659,0.01895,1,1.1944,0,2557
0.03571,0.02649,0.2608,0.10824,0.03564,0.02546,0,0.97565,0,2558
0.00893,0.00658,1.0,0.02938,0.0096,0.00683,0,1.01022,0,2559
0.0177,0.01307,0.38689,0.04705,0.01557,0.01109,0,0.63749,0,2560
0.02679,0.01948,0.42747,0.08064,0.02726,0.01921,1,1.23021,0,2561
0.00926,0.00645,1.0,0.02183,0.00699,0.00462,0,0.69588,0,2562
0.01835,0.01282,0.69301,0.06778,0.02241,0.01491,0,1.57094,0,2563
0.02752,0.01911,0.45189,0.11712,0.04035,0.02686,0,1.86892,0,2564
0.02752,0.01899,0.20977,0.12017,0.04247,0.02811,1,0.91314,0,2565
0.0367,0.02516,0.10157,0.13428,0.04745,0.03119,0,0.49209,0,2566
0.02727,0.01875,0.25007,0.05127,0.01827,0.01203,1,0.46859,0,2567
0.02703,0.01863,0.34319,0.04139,0.01419,0.00936,0,0.50197,0,2568
0.02679,0.01852,0.4983,0.05329,0.01859,0.0123,0,0.96399,0,2569
0.00909,0.00613,1.0,0.0268,0.00898,0.00583,0,0.92205,0,2570
0.01818,0.0122,0.45303,0.04793,0.01642,0.0106,0,0.76371,0,2571
0.02703,0.01818,0.55181,0.10098,0.03592,0.02335,0,2.07553,0,2572
0.02679,0.01807,0.18849,0.09229,0.0332,0.02164,0,0.65947,0,2573
0.00909,0.00599,1.0,0.05293,0.02011,0.01293,1,2.11871,0,2574
0.01852,0.0119,0.3013,0.07407,0.02934,0.01841,1,0.91365,0,2575
0.01835,0.01183,0.67319,0.06684,0.02657,0.01678,0,1.88197,0,2576
0.02727,0.01765,0.23815,0.08593,0.03459,0.02191,0,0.8739,0,2577
0.02703,0.01754,0.2216,0.08142,0.03312,0.02104,0,0.78457,0,2578
0.01818,0.01163,0.56672,0.04172,0.01708,0.01069,0,1.02621,0,2579
0.01802,0.01156,0.35484,0.03618,0.01492,0.00936,1,0.56443,0,2580
0.01818,0.01149,0.78197,0.05629,0.02422,0.01506,0,2.02433,0,2581
0.02727,0.01714,0.29208,0.07771,0.0342,0.02114,0,1.06807,0,2582
0.03604,0.02273,0.32044,0.11031,0.04953,0.0308,0,1.72435,0,2583
0.01786,0.0113,0.29654,0.05143,0.02241,0.01397,0,0.7269,0,2584
0.00901,0.00562,1.0,0.02809,0.01223,0.00752,1,1.32867,0,2585
0.01786,0.01117,0.29635,0.03946,0.0173,0.01065,0,0.55958,0,2586
0.02655,0.01667,0.35339,0.06141,0.0265,0.01637,0,1.03197,0,2587
0.0354,0.0221,0.16006,0.07227,0.03162,0.01943,1,0.55649,0,2588
0.00885,0.00549,1.0,0.01049,0.00459,0.00279,1,0.50125,0,2589
0.00893,0.00546,1.0,0.0322,0.01323,0.00797,1,1.44198,0,2590
0.00885,0.00543,1.0,0.00948,0.00389,0.00235,0,0.42556,0,2591
0.0177,0.01081,0.63267,0.02623,0.01059,0.00637,0,0.73296,0,2592
0.02632,0.01613,0.32972,0.03864,0.01572,0.00947,1,0.56989,0,2593
0.02632,0.01604,0.43405,0.05033,0.02086,0.01254,0,0.99919,0,2594
0.02609,0.01596,0.38068,0.05504,0.02276,0.01373,0,0.96449,0,2595
0.02632,0.01587,0.50413,0.08245,0.03547,0.02123,0,1.99638,0,2596
0.03478,0.02105,0.20298,0.10637,0.0441,0.02649,0,1.00851,0,2597
0.00862,0.00524,1.0,0.02358,0.00941,0.00568,0,1.07077,0,2598
0.01739,0.01042,0.44918,0.042,0.01723,0.01026,0,0.87317,0,2599
0.01739,0.01036,0.48194,0.03702,0.01497,0.00886,0,0.81228,0,2600
0.02586,0.01546,0.34734,0.05563,0.02276,0.01351,1,0.89698,0,2601
0.00862,0.00513,1.0,0.01783,0.0068,0.00403,0,0.77322,0,2602
0.00877,0.0051,1.0,0.02967,0.01146,0.00667,1,1.28879,0,2603
0.01739,0.01015,0.26444,0.04056,0.01551,0.00904,0,0.46334,0,2604
0.00885,0.00505,1.0,0.05702,0.01956,0.01124,0,2.20229,0,2605
0.0177,0.01005,0.2644,0.07595,0.02658,0.01522,0,0.79156,0,2606
0.02632,0.015,0.24158,0.09778,0.03475,0.01997,0,0.95363,0,2607
0.03478,0.0199,0.1637,0.11472,0.04127,0.02379,0,0.77268,0,2608
0.0431,0.02475,0.21444,0.14161,0.05195,0.03008,1,1.2885,0,2609
0.03448,0.0197,0.1503,0.08258,0.03076,0.01772,0,0.53329,0,2610
0.02564,0.01471,0.36479,0.06516,0.02464,0.01425,1,1.04621,0,2611
0.0339,0.01951,0.59796,0.09921,0.03838,0.02233,1,1.66329,0,2612
0.02542,0.01456,0.38397,0.09471,0.03688,0.02149,1,1.68881,0,2613
0.01695,0.00966,0.39577,0.06345,0.02378,0.01358,0,1.10617,0,2614
0.01681,0.00962,0.67616,0.07368,0.0285,0.01642,1,2.30964,0,2615
0.00833,0.00478,1.0,0.02559,0.0096,0.00555,0,1.16193,0,2616
0.01653,0.00952,0.52635,0.05359,0.02006,0.01165,1,1.29119,0,2617
0.01653,0.00948,0.36684,0.04659,0.01665,0.00965,0,0.74808,0,2618
0.0084,0.00472,1.0,0.02693,0.00985,0.0056,0,1.18972,0,2619
0.01695,0.00939,0.44806,0.04949,0.01813,0.0101,0,0.96581,0,2620
0.00862,0.00467,1.0,0.03069,0.01036,0.00571,0,1.22657,0,2621
0.00862,0.00465,1.0,0.03737,0.01278,0.00705,0,1.52322,0,2622
0.00877,0.00463,1.0,0.01436,0.0047,0.00251,1,0.54333,0,2623
0.01754,0.00922,0.56362,0.03232,0.01075,0.00573,0,0.70174,0,2624
0.02632,0.01376,0.40982,0.05356,0.0185,0.00966,1,0.86457,0,2625
0.00877,0.00457,1.0,0.03097,0.01086,0.00566,1,1.24311,0,2626
