tran_ratio_count_1D_90D,tran_ratio_count_1D_180D,tran_ratio_amount_10min_1D,tran_ratio_amount_1D_30D,tran_ratio_amount_1D_90D,tran_ratio_amount_1D_180D,isoddhr,Tran_avarage_amount_ratio,Label,transaction_id
0.00803,0.00602,0.44395,0.03412,0.01147,0.00857,1,1.29065,0,332
0.0121,0.00901,0.17878,0.04124,0.01398,0.01042,1,0.63289,0,333
0.01606,0.01198,0.16914,0.04922,0.01678,0.01251,1,0.72066,0,334
0.0122,0.00896,0.50583,0.0328,0.01088,0.00801,1,1.38549,0,335
0.01619,0.0119,0.09235,0.03659,0.01198,0.00882,1,0.27869,0,336
0.0122,0.0089,0.12395,0.0236,0.0076,0.00555,1,0.23545,0,337
0.01639,0.01183,0.14303,0.02845,0.00898,0.00647,1,0.31706,0,338
0.01633,0.0118,0.31,0.01543,0.00487,0.00351,1,0.37343,0,339
0.01633,0.01176,0.36859,0.01911,0.00593,0.00427,1,0.54052,0,340
0.01639,0.01173,0.47114,0.03003,0.00939,0.00675,1,1.09668,0,341
0.01646,0.0117,0.24839,0.03422,0.01099,0.00774,1,0.66446,0,342
0.02049,0.01458,0.29761,0.03653,0.01175,0.00828,1,0.18747,0,343
0.01653,0.01163,0.11365,0.02796,0.00916,0.00636,1,0.24986,0,344
0.02058,0.01449,0.09339,0.03082,0.0101,0.00701,1,0.22647,0,345
0.02459,0.01734,0.07617,0.03341,0.01092,0.00758,1,0.19993,0,346
0.0249,0.01729,0.14033,0.02314,0.00769,0.00513,1,0.24946,0,347
0.02893,0.02011,0.22205,0.02968,0.00986,0.00658,0,0.50738,0,348
0.0125,0.0086,0.41944,0.01735,0.00566,0.00375,1,0.54679,0,349
0.0166,0.01143,0.38641,0.02797,0.00919,0.0061,1,0.82097,0,350
0.0124,0.00855,0.60892,0.04479,0.01499,0.00998,1,2.12968,0,351
0.01646,0.01136,0.08849,0.04892,0.01642,0.01094,1,0.33953,0,352
0.02058,0.01416,0.07616,0.05444,0.01781,0.01183,1,0.3163,0,353
0.01639,0.0113,0.28109,0.05008,0.01654,0.011,0,1.08909,0,354
0.02041,0.01408,0.1281,0.05701,0.01892,0.01259,1,0.56923,0,355
0.01639,0.01124,0.11594,0.02926,0.00954,0.00633,1,0.25897,0,356
0.01639,0.0112,0.10268,0.02791,0.00917,0.00605,1,0.21939,0,357
0.01639,0.01117,0.2144,0.01735,0.00576,0.00377,0,0.28591,0,358
0.02041,0.01393,0.53867,0.0293,0.00976,0.00641,1,0.93733,0,359
0.02041,0.01389,0.38425,0.03517,0.01191,0.00777,1,1.06186,0,360
0.01639,0.01108,0.63856,0.07873,0.02686,0.01758,1,4.03706,1,361
0.0082,0.00552,0.13396,0.05837,0.0198,0.01294,1,0.62446,0,362
0.01224,0.00826,0.21183,0.07291,0.02498,0.01636,1,1.25287,0,363
0.01633,0.01099,0.30726,0.10432,0.03584,0.02345,1,2.62329,0,364
0.00816,0.00548,0.07917,0.03581,0.012,0.00782,1,0.22553,0,365
0.0122,0.0082,0.2676,0.04913,0.01631,0.01065,1,1.04087,0,366
0.01619,0.0109,0.50073,0.07045,0.02375,0.01554,1,1.81632,0,367
0.02016,0.01359,0.03452,0.07279,0.02458,0.01609,1,0.20404,0,368
0.02024,0.01355,0.22398,0.0522,0.01763,0.0115,0,0.94864,0,369
0.02419,0.01622,0.29152,0.07213,0.02471,0.01615,0,1.74276,0,370
0.01613,0.01078,0.08127,0.03866,0.01302,0.00851,1,0.25613,0,371
0.01606,0.01075,0.40232,0.05905,0.02021,0.01324,1,1.98409,0,372
0.01205,0.00804,0.2754,0.03675,0.01264,0.00828,1,0.85144,0,373
0.016,0.0107,0.39012,0.04336,0.01499,0.00983,1,0.58157,0,374
0.01992,0.01333,0.05938,0.04598,0.01592,0.01044,1,0.23187,0,375
0.01594,0.01064,0.32444,0.02907,0.01005,0.00658,1,0.79957,0,376
0.01984,0.01326,0.06906,0.03116,0.01079,0.00706,1,0.18281,0,377
0.01581,0.01058,0.44775,0.02601,0.00893,0.00585,1,0.9845,0,378
0.01969,0.01319,0.11374,0.02952,0.01006,0.00659,1,0.28219,0,379
0.01581,0.01053,0.51202,0.03491,0.01208,0.00786,0,1.52088,0,380
0.00797,0.00525,0.47364,0.03501,0.01198,0.00762,1,1.36856,0,381
0.00797,0.00524,0.62229,0.04274,0.01492,0.0095,1,2.25473,0,382
0.0119,0.00783,0.33959,0.06332,0.02242,0.01431,1,1.8631,0,383
0.01581,0.01042,0.29858,0.08791,0.03167,0.02028,1,2.33547,0,384
0.01575,0.01039,0.10529,0.08037,0.02911,0.01867,0,0.75942,0,385
0.01961,0.01295,0.16434,0.09468,0.03464,0.02226,1,1.41841,0,386
0.02362,0.0155,0.12186,0.10836,0.03953,0.02527,1,1.19774,1,387
0.01575,0.01031,0.34056,0.05563,0.02051,0.0131,1,1.74329,0,388
0.01961,0.01285,0.37341,0.05837,0.02156,0.01378,1,0.26837,0,389
0.02353,0.01538,0.33309,0.08735,0.0322,0.02052,1,2.69063,0,390
0.02353,0.01535,0.11771,0.09027,0.03299,0.02102,0,0.97638,0,391
0.02344,0.01531,0.02889,0.07689,0.02814,0.01793,1,0.20459,0,392
0.02344,0.01527,0.22069,0.0812,0.02993,0.01904,1,1.66603,0,393
0.00781,0.00508,0.10412,0.02019,0.00738,0.00469,1,0.19363,0,394
0.00778,0.00506,0.9232,0.02708,0.00991,0.00632,1,2.32743,0,395
0.01167,0.00758,0.32003,0.03932,0.01461,0.00926,1,1.18654,0,396
0.01163,0.00756,0.29008,0.05191,0.01939,0.01232,1,1.43583,0,397
0.01544,0.01005,0.1089,0.05789,0.02171,0.01381,1,0.60491,0,398
0.01923,0.01253,0.20812,0.06467,0.02436,0.01551,1,0.69599,0,399
0.01916,0.0125,0.27226,0.05619,0.02089,0.01333,0,1.46776,0,400
0.01923,0.01247,0.13881,0.05237,0.01904,0.01205,1,0.6777,0,401
0.01149,0.00746,0.46109,0.04188,0.01541,0.00978,1,1.83561,0,402
0.01145,0.00744,0.36172,0.04081,0.01516,0.00964,1,1.42434,0,403
0.01145,0.00743,0.17203,0.04053,0.01516,0.00963,1,0.67733,0,404
0.01141,0.00741,0.51493,0.0436,0.01654,0.01053,0,2.23109,0,405
0.01145,0.00739,0.08631,0.03206,0.01226,0.00773,1,0.27472,0,406
0.00766,0.00491,0.54197,0.00615,0.00233,0.00146,1,0.32507,0,407
0.00766,0.0049,0.43541,0.00615,0.00224,0.0014,1,0.25069,0,408
0.00763,0.00489,0.88588,0.02313,0.0085,0.00531,1,1.94609,0,409
0.01141,0.00732,0.10816,0.02586,0.00952,0.00594,1,0.26641,0,410
0.01515,0.00973,0.34108,0.03936,0.01437,0.00899,1,1.27505,0,411
0.01887,0.01214,0.21718,0.04973,0.01829,0.01146,1,1.03712,0,412
0.02264,0.01453,0.06449,0.05352,0.01975,0.01224,1,0.32917,0,413
0.02642,0.01691,0.1366,0.06147,0.02293,0.01415,0,0.80762,0,414
0.02264,0.01446,0.36357,0.05939,0.02251,0.0139,1,2.12245,0,415
0.01521,0.00962,0.314,0.04822,0.01854,0.01127,1,1.49182,1,416
0.01527,0.00959,0.29614,0.06402,0.0245,0.01484,1,1.86047,0,417
0.01149,0.00718,0.47141,0.06271,0.02465,0.01488,1,2.98962,0,418
0.01527,0.00955,0.51382,0.06781,0.02674,0.01615,1,0.55328,0,419
0.01901,0.0119,0.10695,0.07532,0.02985,0.01805,1,0.82574,0,420
0.01901,0.01188,0.039,0.06543,0.02506,0.01515,1,0.25282,0,421
0.02273,0.01422,0.13157,0.07522,0.02874,0.0174,1,0.98204,0,422
0.02264,0.01418,0.02914,0.05807,0.02221,0.01345,0,0.1682,0,423
0.02632,0.01651,0.05274,0.06111,0.02342,0.01419,0,0.32134,0,424
0.01141,0.00706,0.74537,0.01933,0.00746,0.00446,1,1.43301,0,425
0.01515,0.00939,0.60074,0.04704,0.01847,0.0111,1,2.89273,0,426
0.01132,0.00703,0.16351,0.0501,0.01977,0.0119,1,0.84556,0,427
0.01509,0.00935,0.04491,0.05234,0.02077,0.01245,1,0.24318,0,428
0.01141,0.00699,0.62383,0.02822,0.01111,0.00663,0,1.80553,0,429
0.0076,0.00465,0.54116,0.0378,0.01504,0.00897,1,2.12944,0,430
0.00758,0.00464,0.58,0.0481,0.01917,0.01148,1,2.94071,0,431
0.01132,0.00694,0.63939,0.05558,0.02226,0.01335,1,0.83497,0,432
0.01132,0.00693,0.19607,0.04382,0.01765,0.01059,1,0.92086,0,433
0.0038,0.0023,1.0,0.01257,0.00488,0.00291,1,1.29213,0,434
0.00758,0.0046,0.48738,0.02423,0.00948,0.00565,1,1.22849,0,435
0.01132,0.00688,0.19546,0.03002,0.01176,0.00702,1,0.61239,0,436
0.01515,0.00915,0.29656,0.04214,0.01671,0.00994,1,1.32086,0,437
0.01887,0.01142,0.18081,0.05096,0.02033,0.01211,1,0.98303,0,438
0.02256,0.01367,0.23168,0.05416,0.02164,0.0129,1,0.36001,0,439
0.02622,0.01591,0.03879,0.05622,0.0225,0.01342,1,0.23396,0,440
0.02996,0.01814,0.14821,0.0655,0.02648,0.01572,1,1.04932,0,441
0.00755,0.00452,0.45293,0.0178,0.00724,0.00425,1,0.86874,0,442
0.01128,0.00677,0.13396,0.0205,0.00835,0.0049,1,0.29669,0,443
0.01124,0.00676,0.37385,0.01729,0.007,0.00411,1,0.69583,0,444
0.01498,0.00899,0.49047,0.03365,0.01365,0.00804,1,1.79163,0,445
0.01866,0.01121,0.25615,0.04482,0.01827,0.01078,1,1.2579,0,446
0.01119,0.00671,0.27042,0.03817,0.01555,0.00916,1,1.13033,0,447
0.00743,0.00446,0.42663,0.01786,0.00731,0.00431,1,0.84106,0,448
0.01124,0.00668,0.33362,0.0269,0.01108,0.00645,1,0.98697,0,449
0.01498,0.00889,0.25201,0.03564,0.01482,0.00861,1,0.99674,0,450
0.01493,0.00887,0.15089,0.03052,0.01245,0.00723,1,0.50198,1,451
0.01493,0.00885,0.08343,0.02483,0.01018,0.00589,1,0.22625,0,452
0.01866,0.01104,0.26103,0.0334,0.01376,0.00796,1,0.95794,0,453
0.01859,0.01101,0.26453,0.03341,0.01363,0.0079,1,0.965,0,454
0.0223,0.01319,0.15232,0.03918,0.01609,0.0093,1,0.65551,0,455
0.02593,0.01535,0.14743,0.04565,0.01882,0.01089,1,0.74418,1,456
0.02214,0.01313,0.20225,0.0399,0.01653,0.00958,1,0.89975,0,457
0.02574,0.01528,0.15479,0.04687,0.0195,0.01132,1,0.81469,0,458
0.02564,0.01525,0.30005,0.06314,0.02645,0.0154,1,2.15922,0,459
0.00369,0.00217,1.0,0.00205,0.00083,0.00047,0,0.22097,0,460
0.00738,0.00434,0.52173,0.00427,0.00174,0.00099,1,0.24105,0,461
0.01111,0.00649,0.37767,0.00715,0.00282,0.00159,0,0.28038,0,462
0.01107,0.00648,0.46092,0.00927,0.00366,0.00206,1,0.44583,0,463
0.01107,0.00647,0.64105,0.01973,0.00764,0.00431,1,1.29696,0,464
0.01471,0.0086,0.10495,0.02203,0.00853,0.00481,1,0.23723,0,465
0.01103,0.00644,0.22601,0.01975,0.00756,0.00421,1,0.44798,0,466
0.00369,0.00214,1.0,0.00615,0.00233,0.00128,1,0.60181,0,467
0.00738,0.00427,0.36169,0.00976,0.00364,0.002,1,0.34101,0,468
0.01103,0.0064,0.50114,0.01941,0.00728,0.004,1,0.94713,0,469
0.01099,0.00638,0.56329,0.03009,0.01128,0.00622,1,1.66147,0,470
0.01471,0.00849,0.05479,0.03187,0.012,0.00658,1,0.17098,0,471
0.01832,0.01059,0.25368,0.04225,0.01602,0.0088,1,1.06069,0,472
0.0219,0.01268,0.07352,0.04545,0.01727,0.00949,1,0.33182,0,473
0.02545,0.01477,0.18956,0.05549,0.02122,0.01168,1,1.05561,0,474
0.02174,0.01263,0.3572,0.06579,0.02515,0.0139,1,2.37873,0,475
0.02166,0.01261,0.15964,0.05821,0.02238,0.01239,1,0.94945,0,476
0.01799,0.01048,0.16974,0.05507,0.02129,0.01181,1,0.96409,0,477
0.01439,0.00837,0.17922,0.05092,0.01964,0.01085,1,0.93726,0,478
0.01083,0.00626,0.23612,0.02464,0.00939,0.00516,1,0.58772,0,479
0.01439,0.00833,0.37838,0.03977,0.01502,0.00827,1,1.5151,0,480
0.01434,0.00832,0.09023,0.03387,0.01252,0.0069,1,0.30152,0,481
0.01434,0.0083,0.22331,0.03226,0.01163,0.00638,1,0.69128,0,482
0.01786,0.01035,0.19744,0.03988,0.01445,0.00794,1,0.76155,0,483
0.01423,0.00826,0.43635,0.03173,0.0116,0.00639,1,1.35814,0,484
0.01423,0.00825,0.23801,0.03954,0.01376,0.00756,1,0.87803,0,485
0.01071,0.00617,0.47236,0.04457,0.01582,0.00865,1,2.00191,0,486
0.01434,0.00821,0.04572,0.04661,0.01662,0.00906,1,0.20304,0,487
0.01444,0.0082,0.23939,0.04285,0.01524,0.00825,0,0.97031,0,488
0.01439,0.00818,0.196,0.04141,0.0148,0.00803,1,0.77408,0,489
0.01792,0.0102,0.23879,0.04364,0.01562,0.00848,1,0.22201,0,490
0.02143,0.01222,0.05902,0.04625,0.01658,0.009,1,0.26163,0,491
0.02143,0.0122,0.12296,0.02882,0.01038,0.00563,1,0.34083,0,492
0.01786,0.01014,0.49012,0.03293,0.01169,0.00634,1,1.53659,0,493
0.01434,0.0081,0.33386,0.03335,0.01197,0.00648,1,1.07207,0,494
0.00357,0.00202,1.0,0.00754,0.00257,0.00139,1,0.69093,0,495
0.00719,0.00403,0.3052,0.01113,0.00374,0.002,1,0.3035,0,496
0.00719,0.00402,0.88825,0.03006,0.01016,0.00545,1,2.41242,0,497
0.0073,0.00402,0.28938,0.03839,0.01282,0.00679,1,0.98239,0,498
0.0073,0.00401,0.25922,0.01498,0.00501,0.00265,1,0.34377,0,499
0.01095,0.006,0.37828,0.02397,0.00807,0.00426,1,0.80689,0,500
0.0146,0.00798,0.17223,0.02882,0.00979,0.00514,1,0.44381,0,501
0.01099,0.00598,0.49304,0.02722,0.00938,0.00491,1,1.21636,0,502
0.0073,0.00398,0.47937,0.02686,0.00884,0.00464,1,1.11996,0,503
0.01095,0.00595,0.26512,0.0362,0.01202,0.0063,1,0.84286,0,504
0.01107,0.00594,0.2033,0.02825,0.00945,0.00488,1,0.50085,0,505
0.01471,0.00791,0.09498,0.0319,0.01043,0.00539,1,0.25857,0,506
0.01099,0.00592,0.47841,0.01722,0.00556,0.00288,1,0.69654,0,507
0.00741,0.00394,0.23594,0.01161,0.00354,0.0018,1,0.2151,0,508
0.00369,0.00196,1.0,0.00381,0.00114,0.00058,1,0.29364,0,509
0.00735,0.00392,0.83933,0.0246,0.00705,0.0036,0,1.53399,0,510
0.01099,0.00587,0.60023,0.06,0.01745,0.00895,1,2.74402,0,511
0.0146,0.00781,0.05214,0.06329,0.01839,0.00944,1,0.25147,0,512
0.01099,0.00585,0.27566,0.05475,0.01581,0.00808,1,1.13996,0,513
0.00735,0.00389,0.52005,0.03182,0.00908,0.00463,0,1.23521,0,514
0.01099,0.00583,0.35108,0.05015,0.01392,0.00711,1,1.28504,0,515
0.0146,0.00775,0.27975,0.06907,0.01923,0.00985,1,1.42165,0,516
0.01455,0.00774,0.14581,0.06215,0.01742,0.00893,1,0.67286,0,517
0.01812,0.00965,0.12624,0.07138,0.01988,0.01021,1,0.66673,0,518
0.00727,0.00385,0.72832,0.03238,0.00925,0.00473,1,1.78738,0,519
0.00738,0.00385,0.08275,0.02676,0.0075,0.00375,1,0.16126,0,520
0.01107,0.00576,0.3147,0.03858,0.01097,0.00547,1,0.89484,0,521
0.01107,0.00575,0.62921,0.03923,0.01095,0.00546,1,1.79213,0,522
0.01481,0.00765,0.2324,0.05124,0.01436,0.0071,1,0.86232,0,523
0.01852,0.00954,0.14508,0.05942,0.01677,0.00829,1,0.62966,0,524
0.02222,0.01143,0.3379,0.07542,0.02158,0.01068,1,1.26405,0,525
0.01487,0.0076,0.27763,0.05142,0.01475,0.00726,1,1.05921,0,526
0.01481,0.00759,0.31968,0.05742,0.01669,0.00823,0,1.38758,0,527
0.01107,0.00569,0.40197,0.05346,0.01564,0.00776,1,1.6446,0,528
0.01471,0.00758,0.28582,0.07328,0.02176,0.01083,1,1.63742,0,529
0.01838,0.00945,0.22657,0.09644,0.02797,0.01396,1,1.6782,0,530
0.01487,0.00758,0.0372,0.06691,0.01964,0.00977,1,0.19165,0,531
0.00746,0.00379,0.93156,0.03607,0.01065,0.0053,1,2.60857,0,532
0.01119,0.00567,0.23224,0.04707,0.01385,0.00689,1,0.84703,0,533
0.01115,0.00568,0.19762,0.05568,0.0163,0.00814,1,0.85107,0,534
0.01487,0.00756,0.03402,0.0579,0.01688,0.00843,1,0.15167,0,535
0.01493,0.00758,0.16773,0.02881,0.00847,0.00423,1,0.3728,0,536
0.01859,0.00945,0.32194,0.04244,0.01244,0.00623,0,1.05526,0,537
0.02222,0.01132,0.40084,0.04776,0.01406,0.00705,0,0.43163,0,538
0.02222,0.0113,0.288,0.05207,0.01524,0.00762,1,1.15783,0,539
0.01852,0.00945,0.06987,0.04327,0.01232,0.00618,1,0.22668,0,540
0.01845,0.00943,0.35158,0.05954,0.01672,0.00841,0,1.55691,0,541
0.01107,0.00566,0.43533,0.0417,0.01187,0.00601,1,1.37504,0,542
0.01481,0.00753,0.3075,0.05912,0.01715,0.00865,1,1.40257,0,543
0.01487,0.00753,0.21537,0.07051,0.02074,0.01048,1,1.18973,0,544
0.01852,0.0094,0.11105,0.07863,0.02328,0.01177,1,0.69011,0,545
0.02214,0.01126,0.03676,0.08139,0.02414,0.01221,1,0.23713,0,546
0.02574,0.01313,0.15385,0.09478,0.02841,0.01441,1,1.17301,0,547
0.0293,0.01498,0.1828,0.09781,0.02938,0.01492,1,0.27008,0,548
1.0,1.0,1.0,1.0,1.0,1.0,0,1.12154,0,549
1.0,1.0,0.50124,1.0,1.0,1.0,0,1.12711,0,550
1.0,1.0,0.16481,1.0,1.0,1.0,0,0.44374,0,551
1.0,1.0,0.225,1.0,1.0,1.0,0,0.78166,0,552
1.0,1.0,0.14128,1.0,1.0,1.0,0,0.57157,0,553
1.0,1.0,0.37649,1.0,1.0,1.0,0,2.44279,0,554
1.0,1.0,0.12074,1.0,1.0,1.0,0,0.89097,0,555
1.0,1.0,0.0708,1.0,1.0,1.0,0,0.56225,0,556
0.77778,0.77778,0.07552,0.73252,0.73252,0.73252,0,0.46509,0,557
0.7,0.7,0.21787,0.73072,0.73072,0.73072,0,1.59179,0,558
0.54545,0.54545,0.09686,0.61966,0.61966,0.61966,0,0.63843,0,559
0.58333,0.58333,0.11614,0.6483,0.6483,0.6483,0,0.86614,0,560
0.61538,0.61538,0.24501,0.68334,0.68334,0.68334,0,1.27282,0,561
0.5,0.5,0.18311,0.47236,0.47236,0.47236,0,1.20963,0,562
0.53333,0.53333,0.10493,0.50004,0.50004,0.50004,0,0.77441,0,563
0.5,0.5,0.1172,0.49304,0.49304,0.49304,0,0.90521,0,564
0.11765,0.11765,0.44041,0.09877,0.09877,0.09877,0,0.71243,0,565
0.11111,0.11111,0.44505,0.07574,0.07574,0.07574,0,0.57135,0,566
0.15789,0.15789,0.29665,0.10436,0.10436,0.10436,0,0.54146,0,567
0.2,0.2,0.41635,0.16641,0.16641,0.16641,0,1.30204,0,568
0.2381,0.2381,0.26345,0.21324,0.21324,0.21324,0,1.1186,0,569
0.18182,0.18182,0.11549,0.16499,0.16499,0.16499,0,0.38677,0,570
0.13043,0.13043,0.32074,0.10549,0.10549,0.10549,0,0.71081,0,571
0.125,0.125,0.54077,0.10717,0.10717,0.10717,0,1.29248,1,572
0.16,0.16,0.11273,0.11917,0.11917,0.11917,0,0.30365,0,573
0.19231,0.19231,0.13421,0.13514,0.13514,0.13514,0,0.41757,0,574
0.22222,0.22222,0.18434,0.16077,0.16077,0.16077,0,0.70316,0,575
0.25,0.25,0.43972,0.2548,0.2548,0.2548,0,2.99368,0,576
0.27586,0.27586,0.07115,0.26907,0.26907,0.26907,0,0.52152,0,577
0.3,0.3,0.0667,0.28286,0.28286,0.28286,0,0.52384,0,578
0.32258,0.32258,0.20498,0.33161,0.33161,0.33161,0,2.02485,0,579
0.3125,0.3125,0.09298,0.34017,0.34017,0.34017,0,0.97298,0,580
0.30303,0.30303,0.13787,0.35002,0.35002,0.35002,0,1.5598,0,581
0.29412,0.29412,0.26556,0.34063,0.34063,0.34063,0,1.49956,0,582
0.28571,0.28571,0.10121,0.35571,0.35571,0.35571,0,1.26312,0,583
0.19444,0.19444,0.09828,0.24205,0.24205,0.24205,0,0.85493,0,584
0.21622,0.21622,0.03428,0.2485,0.2485,0.2485,0,0.30881,0,585
0.18421,0.18421,0.04798,0.18551,0.18551,0.18551,0,0.3255,0,586
0.17949,0.17949,0.05923,0.16723,0.16723,0.16723,0,0.36589,0,587
0.125,0.125,0.17307,0.0601,0.0601,0.0601,0,0.38827,0,588
0.14634,0.14634,0.40608,0.0972,0.0972,0.0972,0,1.53387,0,589
0.14286,0.14286,0.12988,0.08546,0.08546,0.08546,0,0.4362,0,590
0.09302,0.09302,0.14851,0.06975,0.06975,0.06975,0,0.41131,0,591
0.04545,0.04545,0.8823,0.08166,0.08166,0.08166,0,3.08318,0,592
0.06667,0.06667,0.41128,0.13122,0.13122,0.13122,0,2.44126,0,593
0.06522,0.06522,0.34166,0.17445,0.17445,0.17445,0,2.867,0,594
0.08511,0.08511,0.03607,0.17981,0.17981,0.17981,0,0.31399,0,595
0.10417,0.10417,0.07072,0.19088,0.19088,0.19088,0,0.66252,0,596
0.08163,0.08163,0.23638,0.10013,0.10013,0.10013,0,1.18978,0,597
0.1,0.1,0.25142,0.12941,0.12941,0.12941,0,1.6905,1,598
0.11765,0.11765,0.11325,0.14356,0.14356,0.14356,0,0.85869,0,599
0.09615,0.09615,0.15917,0.09757,0.09757,0.09757,0,0.83319,0,600
0.11321,0.11321,0.31952,0.13711,0.13711,0.13711,0,2.45798,0,601
0.11111,0.11111,0.14205,0.14307,0.14307,0.14307,0,1.16396,0,602
0.10909,0.10909,0.09437,0.13334,0.13334,0.13334,0,0.72987,0,603
0.10714,0.10714,0.10113,0.11458,0.11458,0.11458,0,0.68,0,604
0.10526,0.10526,0.23198,0.12632,0.12632,0.12632,0,1.77154,0,605
0.08621,0.08621,0.26316,0.09511,0.09511,0.09511,0,1.55197,0,606
0.08475,0.08475,0.15434,0.08903,0.08903,0.08903,0,0.86387,0,607
0.08333,0.08333,0.21725,0.09683,0.09683,0.09683,0,1.35096,0,608
0.04918,0.04918,0.1758,0.04154,0.04154,0.04154,0,0.47241,0,609
0.03226,0.03226,0.72666,0.02621,0.02621,0.02621,0,1.25588,0,610
0.04762,0.04762,0.28349,0.0362,0.0362,0.0362,0,0.68381,0,611
0.0625,0.0625,0.30772,0.05146,0.05146,0.05146,0,1.07217,0,612
0.07692,0.07692,0.2478,0.06728,0.06728,0.06728,0,1.14782,0,613
0.09091,0.09091,0.18979,0.08175,0.08175,0.08175,0,1.08505,0,614
0.08955,0.08955,0.11771,0.08415,0.08415,0.08415,0,0.69971,1,615
0.07353,0.07353,0.15001,0.06604,0.06604,0.06604,0,0.70676,0,616
0.05797,0.05797,0.09446,0.03843,0.03843,0.03843,0,0.25989,0,617
0.07143,0.07143,0.40557,0.06299,0.06299,0.06299,0,1.8772,0,618
0.08451,0.08451,0.4547,0.06828,0.06828,0.06828,0,0.41709,0,619
0.09722,0.09722,0.09071,0.07458,0.07458,0.07458,0,0.50334,0,620
0.08219,0.08219,0.16214,0.0598,0.0598,0.0598,0,0.72845,0,621
0.09459,0.09459,0.16844,0.07105,0.07105,0.07105,0,0.91005,0,622
0.10667,0.10667,0.21608,0.0889,0.0889,0.0889,0,1.48919,0,623
0.10526,0.10526,0.19391,0.09711,0.09711,0.09711,0,1.48789,0,624
0.11688,0.11688,0.13004,0.11003,0.11003,0.11003,0,1.14694,0,625
0.07692,0.07692,0.11054,0.0801,0.0801,0.0801,0,0.71614,1,626
0.08861,0.08861,0.16867,0.09481,0.09481,0.09481,0,1.31444,0,627
0.0875,0.0875,0.16951,0.10171,0.10171,0.10171,0,1.442,0,628
0.04938,0.04938,0.18536,0.05049,0.05049,0.05049,0,0.79015,0,629
0.03659,0.03659,0.16762,0.03159,0.03159,0.03159,0,0.44949,0,630
0.03614,0.03614,0.42111,0.02496,0.02496,0.02496,0,0.90178,0,631
0.04762,0.04762,0.47522,0.04652,0.04652,0.04652,0,1.93917,0,632
0.05882,0.05882,0.15263,0.05444,0.05444,0.05444,0,0.735,0,633
0.05814,0.05814,0.15976,0.0537,0.0537,0.0537,0,0.76538,0,634
0.06897,0.06897,0.29017,0.07402,0.07402,0.07402,0,1.95842,0,635
0.07955,0.07955,0.14604,0.0856,0.0856,0.0856,0,1.15427,1,636
0.07865,0.07865,0.12972,0.09166,0.09166,0.09166,0,1.11109,0,637
0.08889,0.08889,0.05946,0.0969,0.0969,0.0969,0,0.54151,0,638
0.07692,0.07692,0.08758,0.0726,0.0726,0.0726,0,0.6014,0,639
0.06522,0.06522,0.20911,0.07068,0.07068,0.07068,0,1.41894,0,640
0.04301,0.04301,0.24447,0.03502,0.03502,0.03502,0,0.82896,0,641
0.05319,0.05319,0.14167,0.04056,0.04056,0.04056,0,0.55968,0,642
0.05263,0.05263,0.29118,0.04868,0.04868,0.04868,0,1.40038,0,643
0.05208,0.05208,0.1667,0.05068,0.05068,0.05068,0,0.84178,0,644
0.05155,0.05155,0.19651,0.04495,0.04495,0.04495,0,0.88802,0,645
0.06122,0.06122,0.14872,0.0524,0.0524,0.0524,0,0.78947,0,646
0.07071,0.07071,0.24284,0.06806,0.06806,0.06806,0,1.70247,0,647
0.06,0.06,0.10606,0.06066,0.06066,0.06066,0,0.66701,0,648
0.05941,0.05941,0.07596,0.05083,0.05083,0.05083,0,0.40188,0,649
0.06863,0.06863,0.11058,0.05679,0.05679,0.05679,0,0.6578,0,650
0.07767,0.07767,0.17119,0.06773,0.06773,0.06773,0,1.2286,0,651
0.09524,0.09524,0.28127,0.0918,0.0918,0.0918,0,0.92916,0,652
0.09524,0.09524,0.28127,0.0918,0.0918,0.0918,0,1.87955,0,653
0.10377,0.10377,0.15307,0.10662,0.10662,0.10662,0,1.80474,0,654
0.11215,0.11215,0.03393,0.10996,0.10996,0.10996,0,0.41413,0,655
0.12037,0.12037,0.08527,0.11541,0.11541,0.11541,0,0.68497,0,656
0.12844,0.12844,0.0547,0.12128,0.12128,0.12128,0,0.74579,0,657
0.11818,0.11818,0.06449,0.11238,0.11238,0.11238,0,0.8207,0,658
0.0991,0.0991,0.08733,0.09182,0.09182,0.09182,0,0.91545,0,659
0.10714,0.10714,0.14363,0.09727,0.09727,0.09727,0,0.68921,0,660
0.11504,0.11504,0.2931,0.11546,0.11546,0.11546,0,2.36218,0,661
0.04386,0.04386,0.17714,0.0492,0.0492,0.0492,0,1.03061,0,662
0.05217,0.05217,0.09863,0.0543,0.0543,0.0543,0,0.63665,0,663
0.05172,0.05172,0.20948,0.05921,0.05921,0.05921,0,1.49296,0,664
0.05983,0.05983,0.14737,0.06874,0.06874,0.06874,0,1.23189,0,665
0.04237,0.04237,0.0597,0.03832,0.03832,0.03832,0,0.27887,0,666
0.05042,0.05042,0.1412,0.04434,0.04434,0.04434,0,0.76798,0,667
0.05833,0.05833,0.34345,0.06601,0.06601,0.06601,0,2.84514,0,668
0.06612,0.06612,0.04316,0.06878,0.06878,0.06878,0,0.3737,0,669
0.07377,0.07377,0.03283,0.07095,0.07095,0.07095,0,0.29385,0,670
0.05691,0.05691,0.06206,0.04879,0.04879,0.04879,0,0.38322,0,671
